location_key,date,cumulative_confirmed,cumulative_deceased,population_male,population_female
US_NM_35001,2021-10-14,73666.0,1093.0,332576,345627
US_NM_35001,2021-10-15,73866.0,1097.0,332576,345627
US_NM_35001,2021-10-16,73866.0,1097.0,332576,345627
US_NM_35001,2021-10-17,73866.0,1097.0,332576,345627
US_NM_35001,2021-10-18,74239.0,1099.0,332576,345627
US_NM_35001,2021-10-19,74408.0,1101.0,332576,345627
US_NM_35001,2021-10-20,74523.0,1106.0,332576,345627
US_NM_35001,2021-10-21,74806.0,1108.0,332576,345627
US_NM_35001,2021-10-22,75035.0,1112.0,332576,345627
US_NM_35001,2021-10-23,75035.0,1112.0,332576,345627
US_NM_35001,2021-10-24,75035.0,1112.0,332576,345627
US_NM_35001,2021-10-25,75623.0,1116.0,332576,345627
US_NM_35001,2021-10-26,75770.0,1117.0,332576,345627
US_NM_35001,2021-10-27,75987.0,1121.0,332576,345627
US_NM_35001,2021-10-28,76290.0,1122.0,332576,345627
US_NM_35001,2021-10-29,76525.0,1123.0,332576,345627
US_NM_35001,2021-10-30,76525.0,1123.0,332576,345627
US_NM_35001,2021-10-31,76525.0,1123.0,332576,345627
US_NM_35001,2021-11-01,77181.0,1124.0,332576,345627
US_NM_35001,2021-11-02,77356.0,1126.0,332576,345627
US_NM_35001,2021-11-03,77628.0,1127.0,332576,345627
US_NM_35001,2021-11-04,77961.0,1130.0,332576,345627
US_NM_35001,2021-11-05,78333.0,1132.0,332576,345627
US_NM_35001,2021-11-06,78333.0,1132.0,332576,345627
US_NM_35001,2021-11-07,78333.0,1132.0,332576,345627
US_NM_35001,2021-11-08,79097.0,1133.0,332576,345627
US_NM_35001,2021-11-09,79512.0,1135.0,332576,345627
US_NM_35001,2021-11-10,79897.0,1136.0,332576,345627
US_NM_35001,2021-11-11,79897.0,1136.0,332576,345627
US_NM_35001,2021-11-12,80823.0,1140.0,332576,345627
US_NM_35001,2021-11-13,80823.0,1140.0,332576,345627
US_NM_35001,2021-11-14,80823.0,1140.0,332576,345627
US_NM_35001,2021-11-15,81829.0,1148.0,332576,345627
US_NM_35001,2021-11-16,82126.0,1150.0,332576,345627
US_NM_35001,2021-11-17,82547.0,1152.0,332576,345627
US_NM_35001,2021-11-18,83014.0,1154.0,332576,345627
US_NM_35001,2021-11-19,83500.0,1161.0,332576,345627
US_NM_35001,2021-11-20,83500.0,1161.0,332576,345627
US_NM_35001,2021-11-21,83500.0,1161.0,332576,345627
US_NM_35001,2021-11-22,84489.0,1167.0,332576,345627
US_NM_35001,2021-11-23,84858.0,1170.0,332576,345627
US_NM_35001,2021-11-24,85278.0,1178.0,332576,345627
US_NM_35001,2021-11-25,85278.0,1178.0,332576,345627
US_NM_35001,2021-11-26,85278.0,1178.0,332576,345627
US_NM_35001,2021-11-27,85278.0,1178.0,332576,345627
US_NM_35001,2021-11-28,85278.0,1178.0,332576,345627
US_NM_35001,2021-11-29,86722.0,1188.0,332576,345627
US_NM_35001,2021-11-30,87061.0,1189.0,332576,345627
US_NM_35001,2021-12-01,87624.0,1192.0,332576,345627
US_NM_35001,2021-12-02,88234.0,1196.0,332576,345627
US_NM_35001,2021-12-03,89031.0,1199.0,332576,345627
US_NM_35001,2021-12-04,89031.0,1199.0,332576,345627
US_NM_35001,2021-12-05,89031.0,1199.0,332576,345627
US_NM_35001,2021-12-06,90355.0,1204.0,332576,345627
US_NM_35001,2021-12-07,90690.0,1204.0,332576,345627
US_NM_35001,2021-12-08,91133.0,1206.0,332576,345627
US_NM_35001,2021-12-09,91622.0,1207.0,332576,345627
US_NM_35001,2021-12-10,91981.0,1212.0,332576,345627
US_NM_35001,2021-12-11,91981.0,1212.0,332576,345627
US_NM_35001,2021-12-12,91981.0,1212.0,332576,345627
US_NM_35001,2021-12-13,92839.0,1214.0,332576,345627
US_NM_35001,2021-12-14,93099.0,1216.0,332576,345627
US_NM_35001,2021-12-15,93472.0,1225.0,332576,345627
US_NM_35001,2021-12-16,93863.0,1235.0,332576,345627
US_NM_35001,2021-12-17,94193.0,1242.0,332576,345627
US_NM_35001,2021-12-18,94193.0,1242.0,332576,345627
US_NM_35001,2021-12-19,94193.0,1242.0,332576,345627
US_NM_35001,2021-12-20,95345.0,1253.0,332576,345627
US_NM_35001,2021-12-21,95608.0,1273.0,332576,345627
US_NM_35001,2021-12-22,95842.0,1285.0,332576,345627
US_NM_35001,2021-12-23,96225.0,1303.0,332576,345627
US_NM_35001,2021-12-24,96225.0,1303.0,332576,345627
US_NM_35001,2021-12-25,96225.0,1303.0,332576,345627
US_NM_35001,2021-12-26,96225.0,1303.0,332576,345627
US_NM_35001,2021-12-27,97176.0,1312.0,332576,345627
US_NM_35001,2021-12-28,97478.0,1316.0,332576,345627
US_NM_35001,2021-12-29,97885.0,1327.0,332576,345627
US_NM_35001,2021-12-30,98677.0,1334.0,332576,345627
US_NM_35001,2021-12-31,98677.0,1334.0,332576,345627
US_NM_35001,2022-01-01,98677.0,1334.0,332576,345627
US_NM_35001,2022-01-02,98677.0,1334.0,332576,345627
US_NM_35001,2022-01-03,101180.0,1338.0,332576,345627
US_NM_35001,2022-01-04,101683.0,1351.0,332576,345627
US_NM_35001,2022-01-05,102607.0,1360.0,332576,345627
US_NM_35001,2022-01-06,103687.0,1371.0,332576,345627
US_NM_35001,2022-01-07,104976.0,1379.0,332576,345627
US_NM_35001,2022-01-08,104976.0,1379.0,332576,345627
US_NM_35001,2022-01-09,104976.0,1379.0,332576,345627
US_NM_35001,2022-01-10,108195.0,1388.0,332576,345627
US_NM_35001,2022-01-11,109067.0,1393.0,332576,345627
US_NM_35001,2022-01-12,111072.0,1402.0,332576,345627
US_NM_35001,2022-01-13,112580.0,1407.0,332576,345627
US_NM_35001,2022-01-14,113944.0,1415.0,332576,345627
US_NM_35001,2022-01-15,113944.0,1415.0,332576,345627
US_NM_35001,2022-01-16,113944.0,1415.0,332576,345627
US_NM_35001,2022-01-17,113944.0,1415.0,332576,345627
US_NM_35001,2022-01-18,120036.0,1430.0,332576,345627
US_NM_35001,2022-01-19,121703.0,1436.0,332576,345627
US_NM_35001,2022-01-20,123249.0,1440.0,332576,345627
US_NM_35001,2022-01-21,124722.0,1445.0,332576,345627
US_NM_35001,2022-01-22,124722.0,1445.0,332576,345627
US_NM_35001,2022-01-23,124722.0,1445.0,332576,345627
US_NM_35001,2022-01-24,128833.0,1456.0,332576,345627
US_NM_35001,2022-01-25,129691.0,1465.0,332576,345627
US_NM_35001,2022-01-26,130854.0,1475.0,332576,345627
US_NM_35001,2022-01-27,132156.0,1484.0,332576,345627
US_NM_35001,2022-01-28,133454.0,1494.0,332576,345627
US_NM_35001,2022-01-29,133454.0,1494.0,332576,345627
US_NM_35001,2022-01-30,133454.0,1494.0,332576,345627
US_NM_35001,2022-01-31,135925.0,1502.0,332576,345627
US_NM_35001,2022-02-01,136359.0,1511.0,332576,345627
US_NM_35001,2022-02-02,136955.0,1513.0,332576,345627
US_NM_35001,2022-02-03,137682.0,1524.0,332576,345627
US_NM_35001,2022-02-04,138118.0,1531.0,332576,345627
US_NM_35001,2022-02-05,138118.0,1531.0,332576,345627
US_NM_35001,2022-02-06,138118.0,1531.0,332576,345627
US_NM_35001,2022-02-07,139486.0,1536.0,332576,345627
US_NM_35001,2022-02-08,139809.0,1537.0,332576,345627
US_NM_35001,2022-02-09,140275.0,1545.0,332576,345627
US_NM_35001,2022-02-10,140857.0,1552.0,332576,345627
US_NM_35001,2022-02-11,141211.0,1556.0,332576,345627
US_NM_35001,2022-02-12,141211.0,1556.0,332576,345627
US_NM_35001,2022-02-13,141211.0,1556.0,332576,345627
US_NM_35001,2022-02-14,142279.0,1566.0,332576,345627
US_NM_35001,2022-02-15,142528.0,1575.0,332576,345627
US_NM_35001,2022-02-16,142834.0,1581.0,332576,345627
US_NM_35001,2022-02-17,143135.0,1589.0,332576,345627
US_NM_35001,2022-02-18,143420.0,1596.0,332576,345627
US_NM_35001,2022-02-19,143420.0,1596.0,332576,345627
US_NM_35001,2022-02-20,143420.0,1596.0,332576,345627
US_NM_35001,2022-02-21,143815.0,1602.0,332576,345627
US_NM_35001,2022-02-22,143949.0,1610.0,332576,345627
US_NM_35001,2022-02-23,144122.0,1618.0,332576,345627
US_NM_35001,2022-02-24,144286.0,1625.0,332576,345627
US_NM_35001,2022-02-25,144430.0,1633.0,332576,345627
US_NM_35001,2022-02-26,144430.0,1633.0,332576,345627
US_NM_35001,2022-02-27,144430.0,1633.0,332576,345627
US_NM_35001,2022-02-28,144684.0,1640.0,332576,345627
US_NM_35001,2022-03-01,144904.0,1641.0,332576,345627
US_NM_35001,2022-03-02,145001.0,1649.0,332576,345627
US_NM_35001,2022-03-03,145083.0,1650.0,332576,345627
US_NM_35001,2022-03-04,145179.0,1656.0,332576,345627
US_NM_35001,2022-03-05,145179.0,1656.0,332576,345627
US_NM_35001,2022-03-06,145179.0,1656.0,332576,345627
US_NM_35001,2022-03-07,145388.0,1664.0,332576,345627
US_NM_35001,2022-03-08,145424.0,1672.0,332576,345627
US_NM_35001,2022-03-09,145504.0,1675.0,332576,345627
US_NM_35001,2022-03-10,145613.0,1679.0,332576,345627
US_NM_35001,2022-03-11,145682.0,1683.0,332576,345627
US_NM_35001,2022-03-12,145682.0,1683.0,332576,345627
US_NM_35001,2022-03-13,145682.0,1683.0,332576,345627
US_NM_35001,2022-03-14,145825.0,1698.0,332576,345627
US_NM_35001,2022-03-15,145869.0,1705.0,332576,345627
US_NM_35001,2022-03-16,145923.0,1711.0,332576,345627
US_NM_35001,2022-03-17,145983.0,1715.0,332576,345627
US_NM_35001,2022-03-18,145983.0,1715.0,332576,345627
US_NM_35001,2022-03-19,145983.0,1715.0,332576,345627
US_NM_35001,2022-03-20,146040.0,1719.0,332576,345627
US_NM_35001,2022-03-21,146168.0,1724.0,332576,345627
US_NM_35001,2022-03-22,146198.0,1731.0,332576,345627
US_NM_35001,2022-03-23,146250.0,1734.0,332576,345627
US_NM_35001,2022-03-24,146311.0,1737.0,332576,345627
US_NM_35001,2022-03-25,146359.0,1742.0,332576,345627
US_NM_35001,2022-03-26,146359.0,1742.0,332576,345627
US_NM_35001,2022-03-27,146359.0,1742.0,332576,345627
US_NM_35001,2022-03-28,146456.0,1748.0,332576,345627
US_NM_35001,2022-03-29,146480.0,1753.0,332576,345627
US_NM_35001,2022-03-30,146523.0,1760.0,332576,345627
US_NM_35001,2022-03-31,146564.0,1768.0,332576,345627
US_NM_35001,2022-04-01,146593.0,1769.0,332576,345627
US_NM_35001,2022-04-02,146593.0,1769.0,332576,345627
US_NM_35001,2022-04-03,146593.0,1769.0,332576,345627
US_NM_35001,2022-04-04,146702.0,1774.0,332576,345627
US_NM_35001,2022-04-05,146744.0,1779.0,332576,345627
US_NM_35001,2022-04-06,146788.0,1786.0,332576,345627
US_NM_35001,2022-04-07,146829.0,1790.0,332576,345627
US_NM_35001,2022-04-08,146878.0,1793.0,332576,345627
US_NM_35001,2022-04-09,146878.0,1793.0,332576,345627
US_NM_35001,2022-04-10,146878.0,1793.0,332576,345627
US_NM_35001,2022-04-11,146966.0,1799.0,332576,345627
US_NM_35001,2022-04-12,146988.0,1801.0,332576,345627
US_NM_35001,2022-04-13,147047.0,1803.0,332576,345627
US_NM_35001,2022-04-14,147121.0,1807.0,332576,345627
US_NM_35001,2022-04-15,147184.0,1810.0,332576,345627
US_NM_35001,2022-04-16,147184.0,1810.0,332576,345627
US_NM_35001,2022-04-17,147184.0,1810.0,332576,345627
US_NM_35001,2022-04-18,147347.0,1811.0,332576,345627
US_NM_35001,2022-04-19,147383.0,1815.0,332576,345627
US_NM_35001,2022-04-20,147434.0,1817.0,332576,345627
US_NM_35001,2022-04-21,147534.0,1817.0,332576,345627
US_NM_35001,2022-04-22,147598.0,1819.0,332576,345627
US_NM_35001,2022-04-23,147598.0,1819.0,332576,345627
US_NM_35001,2022-04-24,147598.0,1819.0,332576,345627
US_NM_35001,2022-04-25,147755.0,1819.0,332576,345627
US_NM_35001,2022-04-26,147755.0,1819.0,332576,345627
US_NM_35001,2022-04-27,147755.0,1819.0,332576,345627
US_NM_35001,2022-04-28,147969.0,1825.0,332576,345627
US_NM_35001,2022-04-29,148049.0,1829.0,332576,345627
US_NM_35001,2022-04-30,148049.0,1829.0,332576,345627
US_NM_35001,2022-05-01,148049.0,1829.0,332576,345627
US_NM_35001,2022-05-02,148266.0,1833.0,332576,345627
US_NM_35001,2022-05-03,148349.0,1835.0,332576,345627
US_NM_35001,2022-05-04,148451.0,1837.0,332576,345627
US_NM_35001,2022-05-05,148599.0,1839.0,332576,345627
US_NM_35001,2022-05-06,148716.0,1840.0,332576,345627
US_NM_35001,2022-05-07,148716.0,1840.0,332576,345627
US_NM_35001,2022-05-08,148716.0,1840.0,332576,345627
US_NM_35001,2022-05-09,148997.0,1844.0,332576,345627
US_NM_35001,2022-05-10,149099.0,1847.0,332576,345627
US_NM_35001,2022-05-11,149232.0,1850.0,332576,345627
US_NM_35001,2022-05-12,149415.0,1851.0,332576,345627
US_NM_35001,2022-05-13,149543.0,1854.0,332576,345627
US_NM_35001,2022-05-14,,,332576,345627
US_NM_35001,2022-05-15,,,332576,345627
US_NM_35001,2022-05-16,,,332576,345627
US_NM_35001,2022-05-17,,,332576,345627
US_NM_35001,2022-05-18,,,332576,345627
US_NM_35001,2022-05-19,,,332576,345627
US_NM_35001,2022-05-20,,,332576,345627
US_NM_35001,2022-05-21,,,332576,345627
US_NM_35001,2022-05-22,,,332576,345627
US_NM_35001,2022-05-23,,,332576,345627
US_NM_35001,2022-05-24,,,332576,345627
US_NM_35001,2022-05-25,,,332576,345627
US_NM_35001,2022-05-26,,,332576,345627
US_NM_35001,2022-05-27,,,332576,345627
US_NM_35001,2022-05-28,,,332576,345627
US_NM_35001,2022-05-29,,,332576,345627
US_NM_35001,2022-05-30,,,332576,345627
US_NM_35001,2022-05-31,,,332576,345627
US_NM_35001,2022-06-01,,,332576,345627
US_NM_35001,2022-06-02,,,332576,345627
US_NM_35001,2022-06-03,,,332576,345627
US_NM_35001,2022-06-04,,,332576,345627
US_NM_35001,2022-06-05,,,332576,345627
US_NM_35001,2022-06-06,,,332576,345627
US_NM_35001,2022-06-07,,,332576,345627
US_NM_35001,2022-06-08,,,332576,345627
US_NM_35001,2022-06-09,,,332576,345627
US_NM_35001,2022-06-10,,,332576,345627
US_NM_35001,2022-06-11,,,332576,345627
US_NM_35001,2022-06-12,,,332576,345627
US_NM_35001,2022-06-13,,,332576,345627
US_NM_35001,2022-06-14,,,332576,345627
US_NM_35001,2022-06-15,,,332576,345627
US_NM_35001,2022-06-16,,,332576,345627
US_NM_35001,2022-06-17,,,332576,345627
US_NM_35001,2022-06-18,,,332576,345627
US_NM_35001,2022-06-19,,,332576,345627
US_NM_35001,2022-06-20,,,332576,345627
US_NM_35001,2022-06-21,,,332576,345627
US_NM_35001,2022-06-22,,,332576,345627
US_NM_35001,2022-06-23,,,332576,345627
US_NM_35001,2022-06-24,,,332576,345627
US_NM_35001,2022-06-25,,,332576,345627
US_NM_35001,2022-06-26,,,332576,345627
US_NM_35001,2022-06-27,,,332576,345627
US_NM_35001,2022-06-28,,,332576,345627
US_NM_35001,2022-06-29,,,332576,345627
US_NM_35001,2022-06-30,,,332576,345627
US_NM_35001,2022-07-01,,,332576,345627
US_NM_35001,2022-07-02,,,332576,345627
US_NM_35001,2022-07-03,,,332576,345627
US_NM_35001,2022-07-04,,,332576,345627
US_NM_35001,2022-07-05,,,332576,345627
US_NM_35001,2022-07-06,,,332576,345627
US_NM_35001,2022-07-07,,,332576,345627
US_NM_35001,2022-07-08,,,332576,345627
US_NM_35001,2022-07-09,,,332576,345627
US_NM_35001,2022-07-10,,,332576,345627
US_NM_35001,2022-07-11,,,332576,345627
US_NM_35001,2022-07-12,,,332576,345627
US_NM_35001,2022-07-13,,,332576,345627
US_NM_35001,2022-07-14,,,332576,345627
US_NM_35001,2022-07-15,,,332576,345627
US_NM_35001,2022-07-16,,,332576,345627
US_NM_35001,2022-07-17,,,332576,345627
US_NM_35001,2022-07-18,,,332576,345627
US_NM_35001,2022-07-19,,,332576,345627
US_NM_35001,2022-07-20,,,332576,345627
US_NM_35001,2022-07-21,,,332576,345627
US_NM_35001,2022-07-22,,,332576,345627
US_NM_35001,2022-07-23,,,332576,345627
US_NM_35001,2022-07-24,,,332576,345627
US_NM_35001,2022-07-25,,,332576,345627
US_NM_35001,2022-07-26,,,332576,345627
US_NM_35001,2022-07-27,,,332576,345627
US_NM_35001,2022-07-28,,,332576,345627
US_NM_35001,2022-07-29,,,332576,345627
US_NM_35001,2022-07-30,,,332576,345627
US_NM_35001,2022-07-31,,,332576,345627
US_NM_35001,2022-08-01,,,332576,345627
US_NM_35001,2022-08-02,,,332576,345627
US_NM_35001,2022-08-03,,,332576,345627
US_NM_35001,2022-08-04,,,332576,345627
US_NM_35001,2022-08-05,,,332576,345627
US_NM_35001,2022-08-06,,,332576,345627
US_NM_35001,2022-08-07,,,332576,345627
US_NM_35001,2022-08-08,,,332576,345627
US_NM_35001,2022-08-09,,,332576,345627
US_NM_35001,2022-08-10,,,332576,345627
US_NM_35001,2022-08-11,,,332576,345627
US_NM_35001,2022-08-12,,,332576,345627
US_NM_35001,2022-08-13,,,332576,345627
US_NM_35001,2022-08-14,,,332576,345627
US_NM_35001,2022-08-15,,,332576,345627
US_NM_35001,2022-08-16,,,332576,345627
US_NM_35001,2022-08-17,,,332576,345627
US_NM_35001,2022-08-18,,,332576,345627
US_NM_35001,2022-08-19,,,332576,345627
US_NM_35001,2022-08-20,,,332576,345627
US_NM_35001,2022-08-21,,,332576,345627
US_NM_35001,2022-08-22,,,332576,345627
US_NM_35001,2022-08-23,,,332576,345627
US_NM_35001,2022-08-24,,,332576,345627
US_NM_35001,2022-08-25,,,332576,345627
US_NM_35001,2022-08-26,,,332576,345627
US_NM_35001,2022-08-27,,,332576,345627
US_NM_35001,2022-08-28,,,332576,345627
US_NM_35001,2022-08-29,,,332576,345627
US_NM_35001,2022-08-30,,,332576,345627
US_NM_35001,2022-08-31,,,332576,345627
US_NM_35001,2022-09-01,,,332576,345627
US_NM_35001,2022-09-02,,,332576,345627
US_NM_35001,2022-09-03,,,332576,345627
US_NM_35001,2022-09-04,,,332576,345627
US_NM_35001,2022-09-05,,,332576,345627
US_NM_35001,2022-09-06,,,332576,345627
US_NM_35001,2022-09-07,,,332576,345627
US_NM_35001,2022-09-08,,,332576,345627
US_NM_35001,2022-09-09,,,332576,345627
US_NM_35001,2022-09-10,,,332576,345627
US_NM_35001,2022-09-11,,,332576,345627
US_NM_35001,2022-09-12,,,332576,345627
US_NM_35001,2022-09-13,,,332576,345627
US_NM_35001,2022-09-14,,,332576,345627
US_NM_35001,2022-09-15,,,332576,345627
US_NM_35001,2022-09-16,,,332576,345627
US_NM_35001,2022-09-17,,,332576,345627
